지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
411,2018-09-19 00:00,21.8,0,0,0,59.4
411,2018-09-19 01:00,21.2,325.8,.7,0,66.6
411,2018-09-19 02:00,20.4,346.7,1.6,0,69.7
411,2018-09-19 03:00,21,179.1,1.1,0,69.4
411,2018-09-19 04:00,20.8,0,.4,0,69.3
411,2018-09-19 05:00,20.4,78.5,1.2,0,72.5
411,2018-09-19 06:00,19.7,0,0,0,74.6
411,2018-09-19 07:00,20.3,62.6,.5,0,73.7
411,2018-09-19 08:00,20.8,105.7,1.4,0,71.3
411,2018-09-19 09:00,22.8,112.9,1.8,0,63
411,2018-09-19 10:00,22.7,129.7,1.4,0,63.6
411,2018-09-19 11:00,23.4,160.9,1.1,0,63.2
411,2018-09-19 12:00,24.5,145.4,1.7,0,59.6
411,2018-09-19 13:00,25.5,116.8,1.8,0,53.3
411,2018-09-19 14:00,24.8,171.5,2,0,51.7
411,2018-09-19 15:00,25.1,179.9,1.3,0,40.9
411,2018-09-19 16:00,24.8,301.4,1.5,0,46.5
411,2018-09-19 17:00,24,357.3,1.8,0,50.2
411,2018-09-19 18:00,23.1,316.7,2.1,0,62.2
411,2018-09-19 19:00,22.4,311.9,2,0,61.8
411,2018-09-19 20:00,22,251.4,.6,0,62.6
411,2018-09-19 21:00,20.8,208.7,1.8,0,66.2
411,2018-09-19 22:00,19.9,255.9,1.5,0,72.1
411,2018-09-19 23:00,19.8,144.3,2.6,0,64
411,2018-09-20 00:00,20,93.2,1.1,0,61.6
411,2018-09-20 01:00,20.3,45.6,2.1,0,61.2
411,2018-09-20 02:00,19.9,77.6,4.9,0,65.5
411,2018-09-20 03:00,19.5,77.6,4.4,0,72.7
411,2018-09-20 04:00,19.7,77.8,4.3,0,72.2
411,2018-09-20 05:00,19.3,86.1,4.1,0,79.1
411,2018-09-20 06:00,18,63,3.1,.5,89.2
411,2018-09-20 07:00,17.5,57.9,1.9,1.5,96.5
411,2018-09-20 08:00,17.6,92.4,3.2,.5,96.8
411,2018-09-20 09:00,17.8,78.7,3.9,.5,95.3
411,2018-09-20 10:00,18,74.8,4.9,.5,95.6
411,2018-09-20 11:00,18.6,78.1,4.3,0,96.1
411,2018-09-20 12:00,18.6,95.9,4.5,0,95.9
411,2018-09-20 13:00,18.6,77.3,3.9,0,95.6
411,2018-09-20 14:00,18.8,76.1,5.9,0,89.3
411,2018-09-20 15:00,19.1,74.7,6,0,82.4
411,2018-09-20 16:00,19.1,74.3,5.4,0,79.9
411,2018-09-20 17:00,19,76.6,6.4,0,80.9
411,2018-09-20 18:00,18.9,83.8,4,0,83.4
411,2018-09-20 19:00,18.7,82.3,5,0,84.6
411,2018-09-20 20:00,18.9,79.3,5,0,83.3
411,2018-09-20 21:00,18.6,74.5,4.2,0,88.5
411,2018-09-20 22:00,18.5,78.4,4.6,0,91.2
411,2018-09-20 23:00,18.9,80.2,3.8,0,85.9
411,2018-09-21 00:00,19.1,79.2,5.4,0,82.6
411,2018-09-21 01:00,19.1,74.7,5.1,0,82.6
411,2018-09-21 02:00,19.1,74.3,4.2,0,82.5
411,2018-09-21 03:00,18,92.3,2.5,2,93.2
411,2018-09-21 04:00,17.7,67.1,3.1,2.5,96.9
411,2018-09-21 05:00,17.5,82.8,4,1,96.9
411,2018-09-21 06:00,17.5,93.7,3.9,1,96.9
411,2018-09-21 07:00,17.6,85.6,4,3.5,96.9
411,2018-09-21 08:00,17.8,86,3.6,3.5,96.9
411,2018-09-21 09:00,18.1,95.3,3.4,1,96.9
411,2018-09-21 10:00,18.1,83.9,5.2,1,96.9
411,2018-09-21 11:00,18.7,77.7,4.5,0,96.7
411,2018-09-21 12:00,18.6,342.1,3.5,.5,96.4
411,2018-09-21 13:00,20,53.7,2.1,0,92.5
411,2018-09-21 14:00,21.2,30.6,2,0,83.3
411,2018-09-21 15:00,21,88.2,2.2,0,77.5
411,2018-09-21 16:00,20.7,72.4,3,0,80.9
411,2018-09-21 17:00,20.9,88,2.2,0,80.3
411,2018-09-21 18:00,20.6,71.9,1.5,0,80.1
411,2018-09-21 19:00,20.1,102.4,1.3,0,82.8
411,2018-09-21 20:00,20.3,61.6,.6,0,82.1
411,2018-09-21 21:00,20.1,117.1,1.1,0,83.3
411,2018-09-21 22:00,20.5,0,0,0,80.1
411,2018-09-21 23:00,20.5,242.9,1.7,0,80.8
411,2018-09-22 00:00,20,236.3,2.3,0,86
411,2018-09-22 01:00,19.9,226.9,1.8,0,88.5
411,2018-09-22 02:00,19.6,0,.2,0,92.1
411,2018-09-22 03:00,19,307.6,1.5,0,94.7
411,2018-09-22 04:00,19.5,0,0,0,93.8
411,2018-09-22 05:00,18.6,181.7,1.2,6.5,96.6
411,2018-09-22 06:00,18.5,0,0,0,95
411,2018-09-22 07:00,18.3,0,0,0,96.9
411,2018-09-22 08:00,19,0,0,0,93.9
411,2018-09-22 09:00,20.5,0,0,0,81.1
411,2018-09-22 10:00,22.9,209.9,1.5,0,68
411,2018-09-22 11:00,22.8,247.7,2.7,0,57.6
411,2018-09-22 12:00,25,254.3,3.7,0,44.6
411,2018-09-22 13:00,25.1,284,4.3,0,40.6
411,2018-09-22 14:00,25.5,286.8,3.5,0,33.8
411,2018-09-22 15:00,25.4,272.2,3.3,0,36.7
411,2018-09-22 16:00,24.6,282.5,3.4,0,36
411,2018-09-22 17:00,24.1,268.1,2.2,0,35.7
411,2018-09-22 18:00,22.2,286.4,3.8,0,36.2
411,2018-09-22 19:00,21.1,279.9,3.2,0,45.3
411,2018-09-22 20:00,20.7,286,2.6,0,49.9
411,2018-09-22 21:00,20.3,279.9,2,0,52.8
411,2018-09-22 22:00,19.9,288.4,1.6,0,54.7
411,2018-09-22 23:00,19.6,287.4,1.7,0,56.3
411,2018-09-23 00:00,18.9,0,0,0,63
411,2018-09-23 01:00,18.6,68.6,.9,0,63.5
411,2018-09-23 02:00,17.6,87.8,1.8,0,71.6
411,2018-09-23 03:00,17.3,81.2,1.3,0,72.7
411,2018-09-23 04:00,17.9,125.4,1.5,0,69.1
411,2018-09-23 05:00,17.7,131.4,2.8,0,71
411,2018-09-23 06:00,17.6,110.7,1.8,0,71.5
411,2018-09-23 07:00,17.1,91.7,2.1,0,75.4
411,2018-09-23 08:00,17.9,76.8,4,0,70
411,2018-09-23 09:00,20.6,97.2,1.9,0,61.6
411,2018-09-23 10:00,19.9,330.8,.7,0,63.5
411,2018-09-23 11:00,20.5,330.1,3.7,0,62.8
411,2018-09-23 12:00,20.8,344.5,2.1,0,60
411,2018-09-23 13:00,22.5,162.9,1.9,0,47.9
411,2018-09-23 14:00,24.4,283.1,2.1,0,37.6
411,2018-09-23 15:00,23.3,294.2,2.6,0,35.9
411,2018-09-23 16:00,23.8,278.5,4.4,0,39.9
411,2018-09-23 17:00,22.9,285.1,4,0,47.1
411,2018-09-23 18:00,21.5,284.7,4,0,55.8
411,2018-09-23 19:00,20.7,281.8,3.6,0,55.9
411,2018-09-23 20:00,20.5,282.7,5.1,0,46.6
411,2018-09-23 21:00,19.1,291,3.9,0,46.6
411,2018-09-23 22:00,18.4,293.9,3.6,0,45.1
411,2018-09-23 23:00,18.1,286.6,3.5,0,48.5
411,2018-09-24 00:00,17.6,289.6,2.9,0,53.4
411,2018-09-24 01:00,17,288.9,3,0,56.4
411,2018-09-24 02:00,17.2,276.2,1.3,0,57.1
411,2018-09-24 03:00,16.6,289.8,2.4,0,58.3
411,2018-09-24 04:00,15.9,344.2,1.3,0,65
411,2018-09-24 05:00,15.2,320.1,1.3,0,67.9
411,2018-09-24 06:00,15,324,1.7,0,69.2
411,2018-09-24 07:00,14.8,333,3.3,0,71.5
411,2018-09-24 08:00,16,314,3.5,0,63.6
411,2018-09-24 09:00,17.8,321.9,3.7,0,49.9
411,2018-09-24 10:00,18.9,314.1,4.4,0,43.5
411,2018-09-24 11:00,20,302.9,3.4,0,37.2
411,2018-09-24 12:00,20.7,284.1,3.3,0,37
411,2018-09-24 13:00,20.7,302.8,4.1,0,35.1
411,2018-09-24 14:00,21.1,284.5,2.9,0,34.3
411,2018-09-24 15:00,21.7,309.6,3.2,0,36.2
411,2018-09-24 16:00,21.2,307.5,5.1,0,33.1
411,2018-09-24 17:00,20.6,284.4,3.8,0,36.9
411,2018-09-24 18:00,19.1,309.5,4.2,0,40.3
411,2018-09-24 19:00,18.2,288.5,4.3,0,54.4
411,2018-09-24 20:00,17.8,286.6,3,0,56
411,2018-09-24 21:00,16.6,321.9,2.6,0,60.8
411,2018-09-24 22:00,16,318,3.8,0,53
411,2018-09-24 23:00,15.4,319.2,2.8,0,54.6
411,2018-09-25 00:00,14.9,293.8,2,0,57.1
411,2018-09-25 01:00,14.1,312.2,1.8,0,60.8
411,2018-09-25 02:00,14,323.4,.8,0,62
411,2018-09-25 03:00,14.4,0,0,0,59.4
411,2018-09-25 04:00,13.9,0,0,0,61.6
411,2018-09-25 05:00,13.9,0,0,0,62.4
411,2018-09-25 06:00,12.7,0,0,0,66.8
411,2018-09-25 07:00,13.6,102.4,1.2,0,66.1
411,2018-09-25 08:00,14.9,26.4,.8,0,64.5
411,2018-09-25 09:00,17.6,69.6,1.8,0,54
411,2018-09-25 10:00,18.7,66.4,2.5,0,44.5
411,2018-09-25 11:00,20.3,90.4,2.6,0,41.8
411,2018-09-25 12:00,21.5,80.5,4,0,36.9
411,2018-09-25 13:00,22.7,113.5,3,0,34.3
411,2018-09-25 14:00,22.8,66.4,2.6,0,30.2
411,2018-09-25 15:00,23,94.1,2.2,0,30.3
411,2018-09-25 16:00,22.4,70.4,2.4,0,28.9
411,2018-09-25 17:00,21.7,70.8,2.3,0,33.2
411,2018-09-25 18:00,21.1,50.2,1.3,0,38.3
411,2018-09-25 19:00,20.6,18.7,1.6,0,38.9
411,2018-09-25 20:00,20.1,26.3,1.3,0,41.9
411,2018-09-25 21:00,19.3,77.3,2.3,0,47.8
411,2018-09-25 22:00,18.7,71.5,3.9,0,50.7
411,2018-09-25 23:00,18.5,76.1,6.1,0,49.3
411,2018-09-26 00:00,17.9,77.4,4.9,0,51.1
411,2018-09-26 01:00,17.3,77.1,4.6,0,54.1
411,2018-09-26 02:00,17.3,77.2,6,0,55.5
411,2018-09-26 03:00,17.2,80,4.6,0,58.1
411,2018-09-26 04:00,17,86.4,4.3,0,61.5
411,2018-09-26 05:00,16.8,80.9,4.5,0,63.7
411,2018-09-26 06:00,16.8,76.4,5.9,0,64.1
411,2018-09-26 07:00,16.7,74.5,6.1,0,64.2
411,2018-09-26 08:00,17,78.1,5.2,0,62.3
411,2018-09-26 09:00,17.9,84.3,6.7,0,55.5
411,2018-09-26 10:00,19.7,103.5,4.1,0,48.2
411,2018-09-26 11:00,21,96,3.7,0,48
411,2018-09-26 12:00,22.2,93.5,3.8,0,39.3
411,2018-09-26 13:00,23.2,84.2,2.9,0,37.7
411,2018-09-26 14:00,23.7,96.1,3,0,39.8
411,2018-09-26 15:00,24.1,98.2,1.1,0,39.2
411,2018-09-26 16:00,22.1,97.4,2.8,0,42.5
411,2018-09-26 17:00,21.6,95.7,2.3,0,44.1
411,2018-09-26 18:00,21,73.4,2.8,0,46
411,2018-09-26 19:00,20.3,91.1,2.6,0,48.9
411,2018-09-26 20:00,20.2,79.2,5.9,0,45.3
411,2018-09-26 21:00,18.6,81,3.2,0,48.9
411,2018-09-26 22:00,18.3,83.1,4.1,0,45.5
411,2018-09-26 23:00,17.7,78.7,5.9,0,47.8
411,2018-09-27 00:00,17.2,76.6,5.7,0,51.1
411,2018-09-27 01:00,16.6,81.4,4.4,0,53.9
411,2018-09-27 02:00,16.4,84.6,2.8,0,55
411,2018-09-27 03:00,15.9,85.2,2.1,0,57.5
411,2018-09-27 04:00,16,36.7,1.1,0,55.8
411,2018-09-27 05:00,14.9,82,1.7,0,60.3
411,2018-09-27 06:00,15,80.9,1.7,0,60.2
411,2018-09-27 07:00,14.9,71.6,2.8,0,61.6
411,2018-09-27 08:00,17.1,79,2.9,0,53.2
411,2018-09-27 09:00,18.4,79.1,3.9,0,51.8
411,2018-09-27 10:00,20.6,80.2,2.2,0,49.6
411,2018-09-27 11:00,21,128.1,3.6,0,48
411,2018-09-27 12:00,22.5,117.4,2.9,0,45
411,2018-09-27 13:00,23.7,356.2,2.1,0,42.2
411,2018-09-27 14:00,23.6,120.6,1.2,0,36.8
411,2018-09-27 15:00,23.8,349.7,2.9,0,39.9
411,2018-09-27 16:00,22,22.4,3,0,37.6
411,2018-09-27 17:00,23.4,83.4,1.4,0,34.9
411,2018-09-27 18:00,22.4,40,1.3,0,34.7
411,2018-09-27 19:00,21.2,67.2,1.9,0,39.7
411,2018-09-27 20:00,20.3,51.5,3,0,44.2
411,2018-09-27 21:00,18.9,73,3.6,0,49.4
411,2018-09-27 22:00,18.6,80.9,4.2,0,50.3
411,2018-09-27 23:00,18.4,78,4.9,0,51.4
411,2018-09-28 00:00,17.6,95,2.6,0,53.2
411,2018-09-28 01:00,17.1,78.2,4.1,0,55.1
411,2018-09-28 02:00,16.5,80.7,3.3,0,58.1
411,2018-09-28 03:00,16,78,4.2,0,59.7
411,2018-09-28 04:00,15.4,80.5,2.9,0,62.2
411,2018-09-28 05:00,15.2,77.4,3.8,0,62.2
411,2018-09-28 06:00,14.8,81.6,3.4,0,63.9
411,2018-09-28 07:00,15.3,76.2,3.9,0,62.1
411,2018-09-28 08:00,15.8,90.6,2.3,0,60.6
411,2018-09-28 09:00,17.6,101.5,1.6,0,53.8
411,2018-09-28 10:00,18.6,102.7,2.8,0,51.9
411,2018-09-28 11:00,18.4,102,2.3,0,58.7
411,2018-09-28 12:00,18.5,100.5,3,0,58.9
411,2018-09-28 13:00,18.8,110.3,3,0,56.7
411,2018-09-28 14:00,19.1,98.7,3.4,0,57
411,2018-09-28 15:00,19.9,99.5,2.7,0,57.1
411,2018-09-28 16:00,20.4,116.7,3.1,0,52.4
411,2018-09-28 17:00,20.5,110.7,2.2,0,55
411,2018-09-28 18:00,19.5,124.7,2.6,0,60.8
411,2018-09-28 19:00,19.1,119.1,2,0,63.2
411,2018-09-28 20:00,18.9,105.4,1.9,0,66.2
411,2018-09-28 21:00,18.5,107.3,1.8,0,67.4
411,2018-09-28 22:00,18.1,89.4,1.7,0,68.8
411,2018-09-28 23:00,17.4,90.8,2.2,0,71.4
411,2018-09-29 00:00,17.5,78.2,2.6,0,70.4
411,2018-09-29 01:00,17,111.1,2.2,0,72.9
411,2018-09-29 02:00,16.6,83.4,2.3,0,75.4
411,2018-09-29 03:00,16.4,78,3.2,0,75.5
411,2018-09-29 04:00,16.4,98.3,2.3,0,75.5
411,2018-09-29 05:00,16.1,91.9,2.2,0,76.2
411,2018-09-29 06:00,15.8,99.7,2.4,0,78
411,2018-09-29 07:00,16.1,97.3,2.2,0,76.4
411,2018-09-29 08:00,17.4,84.2,2.8,0,68.1
411,2018-09-29 09:00,19.7,75.2,3.8,0,63
411,2018-09-29 10:00,21.9,97.1,1.8,0,55.5
411,2018-09-29 11:00,23.1,94.3,2.8,0,50.1
411,2018-09-29 12:00,24.2,121.6,3,0,46.5
411,2018-09-29 13:00,25,109.1,2.1,0,41.9
411,2018-09-29 14:00,25.5,72.9,1,0,34.9
411,2018-09-29 15:00,25.1,97.4,2.5,0,36.4
411,2018-09-29 16:00,25.1,155.9,1,0,39.8
411,2018-09-29 17:00,24.2,170.8,1.2,0,39
411,2018-09-29 18:00,23.8,335,.9,0,38.7
411,2018-09-29 19:00,23.2,43,1.2,0,40
411,2018-09-29 20:00,21.9,344.3,1.8,0,44.1
411,2018-09-29 21:00,20.5,309.4,1.6,0,50.5
411,2018-09-29 22:00,19.6,309.8,1.3,0,56.5
411,2018-09-29 23:00,19.1,332,1.9,0,59.5
411,2018-09-30 00:00,19.7,22.1,.6,0,57.1
411,2018-09-30 01:00,19.1,94.6,1.1,0,63.9
411,2018-09-30 02:00,18.6,87.2,2.8,0,68.2
411,2018-09-30 03:00,18.5,125.1,1.5,0,69.5
411,2018-09-30 04:00,17.3,0,0,0,73.7
411,2018-09-30 05:00,16.1,312,1.9,0,80.3
411,2018-09-30 06:00,16.2,31.8,1.2,0,80.4
411,2018-09-30 07:00,17.2,124,1.7,0,78
411,2018-09-30 08:00,18.6,96.1,1.3,0,76.4
411,2018-09-30 09:00,20,140.7,1.6,0,68.7
411,2018-09-30 10:00,21.7,236.1,1.4,0,63.8
411,2018-09-30 11:00,20.5,290.3,4.4,0,65.9
411,2018-09-30 12:00,21.4,286.6,4.1,0,45.3
411,2018-09-30 13:00,21.8,297.6,4.2,0,43
411,2018-09-30 14:00,21,293.2,5.5,0,34.5
411,2018-09-30 15:00,21.1,299.5,5.3,0,35.2
411,2018-09-30 16:00,20.5,301.7,5.5,0,30.6
411,2018-09-30 17:00,19.2,306,6.6,0,32.4
411,2018-09-30 18:00,17.7,305.5,5.4,0,34.5
411,2018-09-30 19:00,16.7,291.5,4.4,0,39.6
411,2018-09-30 20:00,15.8,286.9,5.2,0,40.7
411,2018-09-30 21:00,15,294.3,3.9,0,45.9
411,2018-09-30 22:00,14.5,291.9,3.3,0,51.1
411,2018-09-30 23:00,14.5,288.2,4.9,0,55
411,2018-10-01 00:00,14.5,293.5,3.2,0,56.9
411,2018-10-01 01:00,14.6,286.7,3.3,0,56.7
411,2018-10-01 02:00,14.4,291.5,3.4,0,56.4
411,2018-10-01 03:00,14.3,279.1,1.9,0,55.5
411,2018-10-01 04:00,14.2,295.8,2.4,0,57.4
411,2018-10-01 05:00,13.8,294.9,3.1,0,58.5
411,2018-10-01 06:00,13.4,305.6,2.7,0,60
411,2018-10-01 07:00,13.9,284.4,3.2,0,57.2
411,2018-10-01 08:00,14.6,291,3.8,0,56.5
411,2018-10-01 09:00,15.2,289,4.9,0,55.1
411,2018-10-01 10:00,16.7,282.8,4.4,0,51.1
411,2018-10-01 11:00,17.6,292.5,6.3,0,42.9
411,2018-10-01 12:00,18.9,297.1,5.7,0,44.5
411,2018-10-01 13:00,17.3,295.6,6,0,48.8
411,2018-10-01 14:00,19,282.3,5.4,0,40.6
411,2018-10-01 15:00,17.9,262.4,4.5,0,43.8
411,2018-10-01 16:00,17.3,271.3,4.2,0,47.8
411,2018-10-01 17:00,16.8,287.8,5.3,0,56.7
411,2018-10-01 18:00,16.2,288.5,4,0,65.2
411,2018-10-01 19:00,15.7,300.6,4,0,67.2
411,2018-10-01 20:00,14.6,310.4,3.9,0,66.1
411,2018-10-01 21:00,14.2,306,3.7,0,68.9
411,2018-10-01 22:00,13.6,304.4,3.1,0,71.8
411,2018-10-01 23:00,13.2,320.6,3.6,0,72
411,2018-10-02 00:00,12.5,323.3,3,0,76.3
411,2018-10-02 01:00,12.5,298.2,1.4,0,76.6
411,2018-10-02 02:00,12.1,307.7,2.2,0,79.5
411,2018-10-02 03:00,11.8,311.2,1.8,0,81.6
411,2018-10-02 04:00,12.2,339.7,.9,0,80.5
411,2018-10-02 05:00,11.9,0,0,0,80
411,2018-10-02 06:00,11.6,0,0,0,82.8
411,2018-10-02 07:00,12.8,0,0,0,77.4
411,2018-10-02 08:00,14.5,0,0,0,75.7
411,2018-10-02 09:00,16,163.1,1.2,0,69.6
411,2018-10-02 10:00,17.4,241.3,1.6,0,58.9
411,2018-10-02 11:00,18.5,283.6,2.1,0,51.9
411,2018-10-02 12:00,19.5,288.5,3.3,0,42.4
411,2018-10-02 13:00,20.6,289.2,2.6,0,42.1
411,2018-10-02 14:00,20.4,281,3.1,0,42.1
411,2018-10-02 15:00,20.8,289.7,2.8,0,42.7
411,2018-10-02 16:00,20.3,282.3,2.7,0,42.7
411,2018-10-02 17:00,19.8,291.4,3.2,0,44.1
411,2018-10-02 18:00,18.2,238.7,2.8,0,49.6
411,2018-10-02 19:00,17.3,282.9,1.9,0,56.7
411,2018-10-02 20:00,16.6,298.2,2.7,0,61
411,2018-10-02 21:00,15.2,311.9,2.2,0,69.7
411,2018-10-02 22:00,16.4,287.6,2.4,0,65.5
411,2018-10-02 23:00,16.5,0,0,0,66.1
411,2018-10-03 00:00,16.1,113,1.1,0,69.8
411,2018-10-03 01:00,15.5,92.7,1.3,0,71
411,2018-10-03 02:00,14.8,77.7,2,0,73.8
411,2018-10-03 03:00,14.4,89.4,1.8,0,74.1
411,2018-10-03 04:00,14.3,120.5,1.4,0,76.8
411,2018-10-03 05:00,13.5,78.9,1.4,0,80
411,2018-10-03 06:00,13.4,44.6,.9,0,79.5
411,2018-10-03 07:00,13.5,87.7,1.1,0,80.6
411,2018-10-03 08:00,15.1,95.6,1.1,0,70.7
411,2018-10-03 09:00,16.7,24,.6,0,68.4
411,2018-10-03 10:00,18.2,23.2,.8,0,55
411,2018-10-03 11:00,20.1,163.4,2,0,48.8
411,2018-10-03 12:00,20.9,265.6,1.6,0,48
411,2018-10-03 13:00,22,306.7,3.2,0,40.6
411,2018-10-03 14:00,23.1,308.5,3.7,0,37.7
411,2018-10-03 15:00,23.4,303.2,2.8,0,36.4
411,2018-10-03 16:00,22.7,298.8,2.9,0,38.3
411,2018-10-03 17:00,21.8,323.3,3.4,0,41.4
411,2018-10-03 18:00,20,310.1,3.5,0,46.4
411,2018-10-03 19:00,19.5,358,2.7,0,49.8
411,2018-10-03 20:00,18,301.5,2.9,0,65.7
411,2018-10-03 21:00,17.3,335.5,2.2,0,62.8
411,2018-10-03 22:00,17.6,349.4,1.2,0,62.6
411,2018-10-03 23:00,17.4,4.3,1.3,0,62.1
411,2018-10-04 00:00,17.1,27.1,1.1,0,62.3
411,2018-10-04 01:00,16.2,68,1.3,0,67.3
411,2018-10-04 02:00,15.9,79.3,1.1,0,69.1
411,2018-10-04 03:00,15.8,113.1,1.7,0,68.8
411,2018-10-04 04:00,15.2,91.6,.8,0,71.1
411,2018-10-04 05:00,15.1,84.2,2.7,0,72.3
411,2018-10-04 06:00,15,85.1,2.8,0,72.8
411,2018-10-04 07:00,14.6,96.9,2.4,0,74.7
411,2018-10-04 08:00,16.2,85.3,2.6,0,68.3
411,2018-10-04 09:00,19,74.8,1.6,0,62.2
411,2018-10-04 10:00,20,80.2,2.7,0,50.3
411,2018-10-04 11:00,21.4,69.9,2.3,0,42.4
411,2018-10-04 12:00,22,103.3,2.6,0,41.5
411,2018-10-04 13:00,24,87,3.3,0,41.8
411,2018-10-04 14:00,23.2,63.7,3,0,41.5
411,2018-10-04 15:00,23.9,101.4,2.8,0,42.3
411,2018-10-04 16:00,23.4,74.6,3.5,0,45.6
411,2018-10-04 17:00,23.4,52.1,2.1,0,47.4
411,2018-10-04 18:00,22.1,65.6,2.1,0,51.9
411,2018-10-04 19:00,22.2,66.6,3,0,51.3
411,2018-10-04 20:00,21.2,73.1,3.4,0,55.4
411,2018-10-04 21:00,20.5,78.1,4.1,0,59.4
411,2018-10-04 22:00,19.9,77.5,4.8,0,62
411,2018-10-04 23:00,19.5,76.2,4.1,0,64.8
411,2018-10-05 00:00,19,69.1,2.9,0,66.8
411,2018-10-05 01:00,18.6,69.7,3.8,0,68.5
411,2018-10-05 02:00,18.4,72,3.3,0,67.1
411,2018-10-05 03:00,18.3,68.8,3,0,61.6
411,2018-10-05 04:00,18.2,74.7,3.6,0,60
411,2018-10-05 05:00,18.1,59.5,2,0,59.5
411,2018-10-05 06:00,18.3,66.2,1.6,0,57.5
411,2018-10-05 07:00,18.2,80.3,2.7,0,57.6
411,2018-10-05 08:00,16.6,69.7,2.5,0,75.8
411,2018-10-05 09:00,15.8,43.8,2.4,1.5,86.1
411,2018-10-05 10:00,15.4,64.6,3.4,2,93.4
411,2018-10-05 11:00,15.9,79.1,3.3,1.5,94.8
411,2018-10-05 12:00,16.2,72,3.6,2,95.4
411,2018-10-05 13:00,16.7,42.1,2.5,3.5,96.8
411,2018-10-05 14:00,16.8,60.6,2.1,1.5,96.2
411,2018-10-05 15:00,16.8,49.2,1.9,5,96.9
411,2018-10-05 16:00,16.7,59.8,3,10.5,96.9
411,2018-10-05 17:00,16.7,65.9,3.8,3,96.9
411,2018-10-05 18:00,16.7,49.9,2.6,.5,96.9
411,2018-10-05 19:00,16.6,67.3,2.7,1.5,96.9
411,2018-10-05 20:00,16.4,76.4,4.6,1,96.9
411,2018-10-05 21:00,16.4,77.6,3.8,1,96.9
411,2018-10-05 22:00,16.1,65,3.8,1.5,96.8
411,2018-10-05 23:00,16.3,76.2,4.9,1,95.2
411,2018-10-06 00:00,16.4,101.2,3.4,.5,96.5
411,2018-10-06 01:00,16.8,102.3,3.5,1.5,95.4
411,2018-10-06 02:00,17.2,80.2,6.8,1,92.9
411,2018-10-06 03:00,16.8,80.1,6.1,2,95.2
411,2018-10-06 04:00,17,72.2,7.4,2.5,93.3
411,2018-10-06 05:00,16.7,70.9,5.9,4,95.4
411,2018-10-06 06:00,16.6,72.4,7.7,7.5,96.9
411,2018-10-06 07:00,16.6,72.9,7.5,9.5,96.9
411,2018-10-06 08:00,16.7,72.5,5.8,8,96.9
411,2018-10-06 09:00,16.8,71.6,5.1,9.5,96.9
411,2018-10-06 10:00,17.3,353.7,2.4,6.5,96.9
411,2018-10-06 11:00,17.9,18.6,3,3,96.3
411,2018-10-06 12:00,16.7,307.9,5.1,1,96.9
411,2018-10-06 13:00,17.5,308.1,6,0,95.9
411,2018-10-06 14:00,19.8,317.8,5.5,0,81.9
411,2018-10-06 15:00,20.7,317.3,5.6,0,73.9
411,2018-10-06 16:00,21.9,325,4.9,,63.8
411,2018-10-06 17:00,21.3,316.4,2.6,,68.6
411,2018-10-06 18:00,21.1,20.8,1.5,,65.3
411,2018-10-06 19:00,20,345.8,2.1,,71.5
411,2018-10-06 20:00,20.5,0,.3,,65.7
411,2018-10-06 21:00,20,0,0,,67.1
411,2018-10-06 22:00,19.6,0,0,,71.4
411,2018-10-06 23:00,17.7,352.2,1.3,,84.6
411,2018-10-07 00:00,18.2,150,.5,,81.7
411,2018-10-07 01:00,17.1,317.8,.5,0,86.7
411,2018-10-07 02:00,17.4,212.8,.7,0,86.2
411,2018-10-07 03:00,15.7,316.6,1,0,95.3
411,2018-10-07 04:00,16,279,1.7,0,89.7
411,2018-10-07 05:00,15.8,290.2,1.7,0,91.8
411,2018-10-07 06:00,15.2,0,.2,0,86.5
411,2018-10-07 07:00,15.1,0,0,0,87.7
411,2018-10-07 08:00,16.1,270.5,1.2,0,80.4
411,2018-10-07 09:00,17.6,308.6,1.3,0,74.6
411,2018-10-07 10:00,18.4,287,2.4,0,60.4
411,2018-10-07 11:00,18.9,299.6,3.6,0,56
411,2018-10-07 12:00,19.2,272,3.6,0,51.6
411,2018-10-07 13:00,21,304.7,2.7,0,45.5
411,2018-10-07 14:00,19.3,312.3,3.7,0,48.4
411,2018-10-07 15:00,19.7,282.6,3.2,0,39.3
411,2018-10-07 16:00,19.8,298.7,3.5,0,39.9
411,2018-10-07 17:00,19.4,310.1,4.3,0,32
411,2018-10-07 18:00,17.4,305,4.1,0,32.7
411,2018-10-07 19:00,16.2,304.1,4,0,38.1
411,2018-10-07 20:00,15.6,299.6,4.8,0,40.9
411,2018-10-07 21:00,14.6,304.7,3.7,0,42.3
411,2018-10-07 22:00,13.7,318.8,4.9,0,40.8
411,2018-10-07 23:00,12.6,324,2.6,0,44.4
411,2018-10-08 00:00,12.8,303.6,1.9,0,43.7
411,2018-10-08 01:00,12.3,329.3,1.9,0,46.8
411,2018-10-08 02:00,13.1,283,.5,0,44.7
411,2018-10-08 03:00,13.6,0,0,0,46
411,2018-10-08 04:00,12.4,0,0,0,51.8
411,2018-10-08 05:00,12.4,114.6,1.2,0,59.7
411,2018-10-08 06:00,11.5,94.6,1.4,0,66
411,2018-10-08 07:00,11.6,94.2,1.6,0,66.8
411,2018-10-08 08:00,12.7,78.1,1.8,0,64.5
