지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
411,2018-04-09 15:00,14.8,352.3,2.2,0,28.5
411,2018-04-09 16:00,14.9,292.5,2.2,0,24.7
411,2018-04-09 17:00,14.4,133.7,.5,0,29.4
411,2018-04-09 18:00,14,0,.4,0,30.5
411,2018-04-09 19:00,13.7,0,.3,0,27.8
411,2018-04-09 20:00,13.3,0,0,0,29.3
411,2018-04-09 21:00,12.1,84.5,1.9,0,35.1
411,2018-04-09 22:00,11.5,89.4,2.1,0,39.6
411,2018-04-09 23:00,11.3,101.1,2.8,0,42.8
411,2018-04-10 00:00,11.4,96.4,3.4,0,41.6
411,2018-04-10 01:00,10.9,98.3,3.2,0,43
411,2018-04-10 02:00,10.6,99.7,3.8,0,43.2
411,2018-04-10 03:00,10.3,101.3,3.5,0,43.1
411,2018-04-10 04:00,10,99.5,3.7,0,44.7
411,2018-04-10 05:00,9.8,104.3,3.4,0,45
411,2018-04-10 06:00,9.5,99.7,3.7,0,45.6
411,2018-04-10 07:00,10.5,93.2,3.6,0,42.8
411,2018-04-10 08:00,12.1,99.5,4.3,0,37.9
411,2018-04-10 09:00,13.1,98.1,4.3,0,37.1
411,2018-04-10 10:00,18,117.8,2.5,0,30.8
411,2018-04-10 11:00,20.7,167.3,2.9,0,33.9
411,2018-04-10 12:00,21.9,177.9,4,0,36.5
411,2018-04-10 13:00,23,180.1,6,0,36.5
411,2018-04-10 14:00,21.5,176.1,5.8,0,37.1
411,2018-04-10 15:00,22.3,181.5,6.2,0,35.6
411,2018-04-10 16:00,20.8,181.3,6.1,0,39.3
411,2018-04-10 17:00,20.5,187,5.9,0,43
411,2018-04-10 18:00,19.4,184.2,6.6,0,54.8
411,2018-04-10 19:00,18.9,176.8,6.9,0,58.3
411,2018-04-10 20:00,18.8,191.6,5.5,0,62.2
411,2018-04-10 21:00,17,197.3,7.5,0,74.9
411,2018-04-10 22:00,15.3,209.2,5.2,1.5,87.2
411,2018-04-10 23:00,14.7,223.4,5.5,2.5,86.4
411,2018-04-11 00:00,14.1,231,5.3,0,84.8
411,2018-04-11 01:00,13.1,227,2.6,0,86.4
411,2018-04-11 02:00,12.1,221,4.2,0,84.2
411,2018-04-11 03:00,10.8,239.3,3.9,0,87.1
411,2018-04-11 04:00,9.7,272.3,3.7,0,85.8
411,2018-04-11 05:00,9,258.4,2.3,0,88.3
411,2018-04-11 06:00,8.7,254.8,1.8,0,89.5
411,2018-04-11 07:00,9.2,216,1.2,0,88.9
411,2018-04-11 08:00,10.6,248.4,1.5,0,80.9
411,2018-04-11 09:00,12.2,258.2,1.9,0,64.9
411,2018-04-11 10:00,14.3,290.4,3.5,0,48.6
411,2018-04-11 11:00,15.3,281.3,4.1,0,44.6
411,2018-04-11 12:00,16.1,246.7,3.5,0,46.2
411,2018-04-11 13:00,15.9,253.7,4.7,0,36.2
411,2018-04-11 14:00,17.1,264.8,3.4,0,35.2
411,2018-04-11 15:00,17.2,266.7,4.3,0,29.6
411,2018-04-11 16:00,16.6,268.3,5.3,0,19.4
411,2018-04-11 17:00,15.8,265.4,5.5,0,18.5
411,2018-04-11 18:00,14.8,284.4,4.8,0,21.5
411,2018-04-11 19:00,12.8,278.7,2.8,0,30.2
411,2018-04-11 20:00,12.1,262.6,2.5,0,31.5
411,2018-04-11 21:00,11,199.9,1.4,0,40.4
411,2018-04-11 22:00,9.9,191.5,1.7,0,47.8
411,2018-04-11 23:00,9.9,242.1,2.1,0,45
411,2018-04-12 00:00,9.7,215.2,1.9,0,45.5
411,2018-04-12 01:00,9.7,232.9,1.6,0,45
411,2018-04-12 02:00,8.7,199.3,1.4,0,48.8
411,2018-04-12 03:00,8.7,212.9,1,0,53.2
411,2018-04-12 04:00,8.3,0,.1,0,55.3
411,2018-04-12 05:00,8.5,0,0,0,54.4
411,2018-04-12 06:00,8.3,0,0,0,55.2
411,2018-04-12 07:00,9.1,0,0,0,53.2
411,2018-04-12 08:00,10.4,243.6,1,0,52.3
411,2018-04-12 09:00,12,0,.2,0,48.6
411,2018-04-12 10:00,14.7,303.8,1.4,0,41.9
411,2018-04-12 11:00,16.4,277.6,4.4,0,28.5
411,2018-04-12 12:00,17.4,301.1,5.3,0,20.4
411,2018-04-12 13:00,19.5,272.1,5.2,0,25
411,2018-04-12 14:00,18.8,279.8,5.2,0,25.2
411,2018-04-12 15:00,18.7,282.6,6.4,0,24.3
411,2018-04-12 16:00,19.2,283.4,5.1,0,23.6
411,2018-04-12 17:00,18,275.7,4.2,0,24.4
411,2018-04-12 18:00,17.5,280.5,6.5,0,22.6
411,2018-04-12 19:00,15.5,309.6,6.8,0,13.1
411,2018-04-12 20:00,13.7,316.9,7.2,0,15.1
411,2018-04-12 21:00,12.9,330.2,3,0,16.8
411,2018-04-12 22:00,12.4,320.7,2,0,17.4
411,2018-04-12 23:00,12.2,277.2,2.1,0,18.1
411,2018-04-13 00:00,11.4,338.5,2.5,0,21
411,2018-04-13 01:00,11.8,313.7,2.1,0,19.9
411,2018-04-13 02:00,11.4,0,0,0,23.8
411,2018-04-13 03:00,10.9,262.9,2.3,0,29
411,2018-04-13 04:00,10,305.8,1.9,0,30.4
411,2018-04-13 05:00,9.7,0,0,0,31.5
411,2018-04-13 06:00,10.4,0,0,0,31
411,2018-04-13 07:00,10.8,0,0,0,34.4
411,2018-04-13 08:00,12.4,89.4,1.7,0,27.1
411,2018-04-13 09:00,14.8,78.1,4.5,0,21.2
411,2018-04-13 10:00,15.4,99.2,5,0,16.9
411,2018-04-13 11:00,16.6,96.7,5.3,0,16
411,2018-04-13 12:00,18.5,97.4,3.2,0,14.7
411,2018-04-13 13:00,17.8,77.3,3.8,0,13
411,2018-04-13 14:00,17.7,82.2,2.9,0,13.9
411,2018-04-13 15:00,18,93,2.7,0,14.6
411,2018-04-13 16:00,18,34.2,1.5,0,15.8
411,2018-04-13 17:00,18.1,86.8,.8,0,15.8
411,2018-04-13 18:00,17.7,56.9,.8,0,17.3
411,2018-04-13 19:00,17.4,21.2,1.6,0,17.4
411,2018-04-13 20:00,17.4,95.6,2,0,18.1
411,2018-04-13 21:00,17.3,133,3.6,0,22.6
411,2018-04-13 22:00,16.5,126.3,4.5,0,25.3
411,2018-04-13 23:00,15.4,148,2,0,29.8
411,2018-04-14 00:00,14.9,119.3,4.4,0,25.6
411,2018-04-14 01:00,14.2,121.8,3.5,0,27.8
411,2018-04-14 02:00,13.4,103.8,4.3,0,19
411,2018-04-14 03:00,11.7,96.7,4.8,0,40.2
411,2018-04-14 04:00,10,94.3,3.5,1,59.7
411,2018-04-14 05:00,9.4,78.3,3.5,.5,65.5
411,2018-04-14 06:00,8.6,72.5,3.3,.5,75.6
411,2018-04-14 07:00,7.5,77.9,2.6,2.5,86
411,2018-04-14 08:00,7.3,77.5,3.5,1,91.5
411,2018-04-14 09:00,7.2,49.3,2.5,2,93.3
411,2018-04-14 10:00,7.2,69.8,1.9,1,94.7
411,2018-04-14 11:00,7.5,75.1,2.8,.5,94.3
411,2018-04-14 12:00,8.4,16.5,1.2,0,94.1
411,2018-04-14 13:00,8.5,305.5,2.4,.5,95.7
411,2018-04-14 14:00,8.3,320.4,3.2,0,96.1
411,2018-04-14 15:00,8.5,319.4,4.1,0,95.5
411,2018-04-14 16:00,8.9,319.1,4.1,0,91.7
411,2018-04-14 17:00,9.4,312.8,4.9,0,84.9
411,2018-04-14 18:00,9.5,323.8,4.5,0,81
411,2018-04-14 19:00,9.5,303.7,3.5,0,79.6
411,2018-04-14 20:00,9.3,297.7,4.7,0,75.8
411,2018-04-14 21:00,9,303.6,5,0,78.8
411,2018-04-14 22:00,8.6,304.6,4.4,0,80.1
411,2018-04-14 23:00,8.2,302.7,4.6,0,78.4
411,2018-04-15 00:00,7.2,310.8,2.6,0,81.7
411,2018-04-15 01:00,6.8,293.1,3.1,0,82.1
411,2018-04-15 02:00,6.7,282.3,2.9,0,83.2
411,2018-04-15 03:00,6.3,280.7,1.9,0,85.4
411,2018-04-15 04:00,6.1,277.4,1.8,0,86.2
411,2018-04-15 05:00,6,291.9,1.7,0,87.3
411,2018-04-15 06:00,6.3,254.1,1.7,0,86.5
411,2018-04-15 07:00,6.7,230.5,1.2,0,86.6
411,2018-04-15 08:00,7.8,243.5,1.5,0,84.8
411,2018-04-15 09:00,9.2,260.1,1.8,0,73.5
411,2018-04-15 10:00,10.6,281.9,2.9,0,63.7
411,2018-04-15 11:00,11.2,282.5,3.3,0,57.5
411,2018-04-15 12:00,13,288.1,3.9,0,50.5
411,2018-04-15 13:00,13.7,287.5,4.8,0,50.5
411,2018-04-15 14:00,14.3,301.9,4.6,0,52.5
411,2018-04-15 15:00,13.1,280.7,4.9,0,55.2
411,2018-04-15 16:00,11.7,277,5.7,0,61.8
411,2018-04-15 17:00,11.8,286.7,3.9,0,61.9
411,2018-04-15 18:00,12,270.6,2.9,0,59.4
411,2018-04-15 19:00,10.8,272.8,2.6,0,62.4
411,2018-04-15 20:00,10.1,257.6,2,0,63.4
411,2018-04-15 21:00,9.6,300.9,3.2,0,66.3
411,2018-04-15 22:00,9,308.4,2.8,0,63.6
411,2018-04-15 23:00,9.1,286.2,2.6,0,57.5
411,2018-04-16 00:00,8.5,300.4,3.8,0,58.5
411,2018-04-16 01:00,7.7,310.2,1.7,0,60.9
411,2018-04-16 02:00,7.3,308.2,2.7,0,62.5
411,2018-04-16 03:00,7.2,319.9,2.7,0,64.3
411,2018-04-16 04:00,6.9,310.3,1.9,0,65.5
411,2018-04-16 05:00,6.4,333.1,1.4,0,67.4
411,2018-04-16 06:00,6.3,330.5,1.2,0,70.6
411,2018-04-16 07:00,8.2,81.3,.9,0,64
411,2018-04-16 08:00,9.9,104,1.6,0,54.6
411,2018-04-16 09:00,11.5,153.7,1.8,0,50.4
411,2018-04-16 10:00,14.3,124.8,1.2,0,41.5
411,2018-04-16 11:00,14.9,175.7,2.2,0,36.9
411,2018-04-16 12:00,16,231.5,2,0,36.7
411,2018-04-16 13:00,17.7,249.3,2.1,0,31.4
411,2018-04-16 14:00,17.3,247.2,2.2,0,29.6
411,2018-04-16 15:00,19.1,258.4,2.3,0,26.8
411,2018-04-16 16:00,18.5,191.8,2.3,0,24.8
411,2018-04-16 17:00,18,289.6,3.4,0,27.2
411,2018-04-16 18:00,16,287.3,3.4,0,30.3
411,2018-04-16 19:00,12.5,301.8,4.4,0,37.8
411,2018-04-16 20:00,11.4,282.5,2.4,0,38.7
411,2018-04-16 21:00,11.1,302.5,3,0,39.4
411,2018-04-16 22:00,10.4,298.3,2.1,0,40.5
411,2018-04-16 23:00,10.6,303.5,1.5,0,39.8
411,2018-04-17 00:00,10.3,325.4,1.9,0,38.4
411,2018-04-17 01:00,11.1,346.6,.8,0,34.4
411,2018-04-17 02:00,10.6,40,1.2,0,36.3
411,2018-04-17 03:00,10.4,189.9,.5,0,52.1
411,2018-04-17 04:00,9.6,213.7,.8,0,52.5
411,2018-04-17 05:00,8.8,235.7,1,0,53.3
411,2018-04-17 06:00,8.3,0,0,0,56.4
411,2018-04-17 07:00,9.7,0,0,0,54.4
411,2018-04-17 08:00,11.3,108,1.7,0,48.8
411,2018-04-17 09:00,14.2,131.8,1.5,0,44.6
411,2018-04-17 10:00,15.3,203.5,.7,0,35.7
411,2018-04-17 11:00,17.1,266.5,1.1,0,29.2
411,2018-04-17 12:00,17.6,311.6,2.5,0,26.6
411,2018-04-17 13:00,19.8,306.1,2.2,0,25.6
411,2018-04-17 14:00,19.7,257,2.6,0,24.5
411,2018-04-17 15:00,20.1,289,3.4,0,26.6
411,2018-04-17 16:00,19.8,296.9,3.5,0,28.2
411,2018-04-17 17:00,18.2,284.7,3.5,0,30.4
411,2018-04-17 18:00,16.3,288.3,4.5,0,33.2
411,2018-04-17 19:00,13.6,285.1,3.3,0,32.9
411,2018-04-17 20:00,11.5,311.6,2.1,0,36.2
411,2018-04-17 21:00,11.2,305.3,4.1,0,32.8
411,2018-04-17 22:00,10.4,281.5,1.8,0,39.8
411,2018-04-17 23:00,10.2,284.7,2.5,0,39.6
411,2018-04-18 00:00,9.7,300.4,1.8,0,46.2
411,2018-04-18 01:00,9.3,299.4,2.2,0,44.2
411,2018-04-18 02:00,9.1,330.4,2.4,0,43.4
411,2018-04-18 03:00,9.7,0,.1,0,40.7
411,2018-04-18 04:00,8.4,301.6,1.3,0,45.5
411,2018-04-18 05:00,8.6,0,0,0,50.8
411,2018-04-18 06:00,8.1,277.7,1.4,0,56.1
411,2018-04-18 07:00,8.6,0,0,0,53.1
411,2018-04-18 08:00,10.3,317.6,1.3,0,43.9
411,2018-04-18 09:00,12.4,237.9,1,0,38.3
411,2018-04-18 10:00,13.4,276.1,2.3,0,32.4
411,2018-04-18 11:00,15.4,302,2.5,0,20.5
411,2018-04-18 12:00,17.2,295.1,2.8,0,19.4
411,2018-04-18 13:00,18.7,292,3,0,21.5
411,2018-04-18 14:00,18.6,287,4.3,0,21.4
411,2018-04-18 15:00,18.3,267.9,3.2,0,23
411,2018-04-18 16:00,17.8,268.5,2.5,0,23.3
411,2018-04-18 17:00,16.9,297.1,3.5,0,29.1
411,2018-04-18 18:00,15.8,278.5,3.8,0,34.9
411,2018-04-18 19:00,13.4,302.4,2.8,0,42.7
411,2018-04-18 20:00,12.6,288.3,2.6,0,41.5
411,2018-04-18 21:00,11.4,310.4,2.6,0,44.8
411,2018-04-18 22:00,10.9,292.1,1.6,0,38.2
411,2018-04-18 23:00,10.6,273,.9,0,37.5
411,2018-04-19 00:00,10.8,0,0,0,38.1
411,2018-04-19 01:00,10.9,0,0,0,38.7
411,2018-04-19 02:00,10.6,0,0,0,45.3
411,2018-04-19 03:00,10,0,0,0,47.7
411,2018-04-19 04:00,9.3,237.2,1.5,0,53.6
411,2018-04-19 05:00,9.7,0,0,0,39.5
411,2018-04-19 06:00,9.6,0,0,0,45.5
411,2018-04-19 07:00,10,0,0,0,47.5
411,2018-04-19 08:00,11.7,0,0,0,43.5
411,2018-04-19 09:00,13.5,190.1,.7,0,31.4
411,2018-04-19 10:00,14.7,246.5,2.2,0,28.2
411,2018-04-19 11:00,17.4,165.1,1.3,0,24
411,2018-04-19 12:00,19.1,241.4,2.4,0,20.8
411,2018-04-19 13:00,20.7,199,1.4,0,16.8
411,2018-04-19 14:00,20.8,253.3,2.1,0,18.3
411,2018-04-19 15:00,20.5,281.6,4.3,0,21.9
411,2018-04-19 16:00,20.4,287.3,3.6,0,24.6
411,2018-04-19 17:00,19.9,269.9,2.3,0,28
411,2018-04-19 18:00,18.3,282.2,3.4,0,33.4
411,2018-04-19 19:00,16,294,2.9,0,36.5
411,2018-04-19 20:00,14.3,290.7,2.9,0,42.2
411,2018-04-19 21:00,13.8,280.9,2.3,0,46.6
411,2018-04-19 22:00,13.5,281.9,1,0,48.6
411,2018-04-19 23:00,12.9,286.6,1.7,0,57.5
411,2018-04-20 00:00,12.8,306,.9,0,61.6
411,2018-04-20 01:00,12.8,0,0,0,61
411,2018-04-20 02:00,13.2,0,0,0,59.6
411,2018-04-20 03:00,13.1,150.8,1,0,65.3
411,2018-04-20 04:00,13.1,0,0,0,61
411,2018-04-20 05:00,12.9,0,0,0,61.2
411,2018-04-20 06:00,12,0,0,0,64.7
411,2018-04-20 07:00,13.2,0,0,0,65.8
411,2018-04-20 08:00,15,0,0,0,57
411,2018-04-20 09:00,16.7,147.2,1.6,0,48.5
411,2018-04-20 10:00,18.3,189.5,1.4,0,40.8
411,2018-04-20 11:00,20.7,211.7,1.1,0,36.4
411,2018-04-20 12:00,22.3,266.1,1.3,0,32
411,2018-04-20 13:00,23.7,337.5,2,0,31.2
411,2018-04-20 14:00,24.1,274.3,1.6,0,30.2
411,2018-04-20 15:00,25.9,284.4,2.4,0,29.8
411,2018-04-20 16:00,25,285.7,3.6,0,31.3
411,2018-04-20 17:00,24.1,280.3,3.6,0,35.2
411,2018-04-20 18:00,23.5,303.4,2.6,0,36
411,2018-04-20 19:00,21.2,302.7,2.6,0,40.5
411,2018-04-20 20:00,19.6,285.9,3.3,0,44.1
411,2018-04-20 21:00,18,310,2,0,50
411,2018-04-20 22:00,18.1,270,1,0,49.2
411,2018-04-20 23:00,18.3,146.1,.8,0,50
411,2018-04-21 00:00,18,0,0,0,52.1
411,2018-04-21 01:00,17.2,0,0,0,53.3
411,2018-04-21 02:00,15.5,285.3,1.3,0,58.6
411,2018-04-21 03:00,14.5,304.8,1.8,0,63.6
411,2018-04-21 04:00,13.8,308,1.4,0,64.2
411,2018-04-21 05:00,14.6,114.1,.9,0,64.1
411,2018-04-21 06:00,14.4,102,1.8,0,64.8
411,2018-04-21 07:00,15.4,123.6,1.3,0,62.6
411,2018-04-21 08:00,17.4,110.2,1.6,0,58.7
411,2018-04-21 09:00,20,137.7,1.6,0,35.8
411,2018-04-21 10:00,22.1,183.6,.5,0,25.3
411,2018-04-21 11:00,23.2,243.1,3.1,0,14.1
411,2018-04-21 12:00,24.2,262.3,3.3,0,10.1
411,2018-04-21 13:00,25.3,201.7,2.3,0,12.3
411,2018-04-21 14:00,25,285.9,4.2,0,12.9
411,2018-04-21 15:00,25,275,3.7,0,12.1
411,2018-04-21 16:00,24.8,291.9,2.6,0,12.7
411,2018-04-21 17:00,22.8,278,3.1,0,10.2
411,2018-04-21 18:00,21.7,276.8,2.6,0,10.2
411,2018-04-21 19:00,19.3,307.4,3.4,0,15.7
411,2018-04-21 20:00,18.7,285.6,2.5,0,17.5
411,2018-04-21 21:00,18.5,237,1.9,0,23.4
411,2018-04-21 22:00,18.3,167.2,.9,0,27.7
411,2018-04-21 23:00,17.8,0,.2,0,35.5
411,2018-04-22 00:00,17.9,0,0,0,36.7
411,2018-04-22 01:00,17.9,0,0,0,40
411,2018-04-22 02:00,17.2,86.3,1.2,0,37
411,2018-04-22 03:00,16.9,95.5,2.4,0,30.4
411,2018-04-22 04:00,17,120,2.3,0,29
411,2018-04-22 05:00,16.7,106,2.3,0,35.6
411,2018-04-22 06:00,16.8,105.3,1.8,0,40.3
411,2018-04-22 07:00,16.9,110.7,1.4,0,41
411,2018-04-22 08:00,17.3,97.4,3.5,0,44.1
411,2018-04-22 09:00,17.3,93.6,3.8,0,49.8
411,2018-04-22 10:00,17,95.2,2.7,0,52.9
411,2018-04-22 11:00,18.1,76.8,4,0,48.4
411,2018-04-22 12:00,19.2,72.9,3.3,0,41.4
411,2018-04-22 13:00,20.6,68.9,2.4,0,38
411,2018-04-22 14:00,20.3,123.9,3.5,0,32.9
411,2018-04-22 15:00,18.3,133.2,2.7,.5,47
411,2018-04-22 16:00,18.9,60,2.1,0,49.3
411,2018-04-22 17:00,16.1,86.2,3.8,1.5,68.4
411,2018-04-22 18:00,15.9,33.5,3.3,.5,68.6
411,2018-04-22 19:00,14.8,66.8,4.5,0,64.4
411,2018-04-22 20:00,12.7,80.6,6.2,1.5,78.5
411,2018-04-22 21:00,11.6,83.8,5.1,2,87.6
411,2018-04-22 22:00,11.2,87.1,5.2,3,90.8
411,2018-04-22 23:00,10.8,80.8,7.5,2,90.5
411,2018-04-23 00:00,10.5,69.5,8.5,1,91.2
411,2018-04-23 01:00,10.6,87.7,8.6,0,85.9
411,2018-04-23 02:00,10.1,89,7.1,.5,91.4
411,2018-04-23 03:00,9.8,84.3,7.8,.5,92.5
411,2018-04-23 04:00,9.5,83.4,8.8,3,94.3
411,2018-04-23 05:00,9.2,82.8,7.2,2,94.2
411,2018-04-23 06:00,9.1,82.4,6.4,7.5,94.9
411,2018-04-23 07:00,8.9,82.8,7.5,5.5,94.6
411,2018-04-23 08:00,8.8,87.3,7.3,5,94.3
411,2018-04-23 09:00,8.5,86.2,6.3,8.5,94.5
411,2018-04-23 10:00,8.6,79.8,7,3.5,94.1
411,2018-04-23 11:00,8.8,86.8,6.6,1,92.4
411,2018-04-23 12:00,9,81.8,6.3,6,95.2
411,2018-04-23 13:00,9.2,80.7,6.6,2.5,95.1
411,2018-04-23 14:00,9.3,84.2,6.5,2,94.7
411,2018-04-23 15:00,9.3,85.5,6.4,2,95.3
411,2018-04-23 16:00,9.6,79.7,7.3,0,92.8
411,2018-04-23 17:00,9.5,80.7,7.1,.5,93
411,2018-04-23 18:00,9.4,92.6,6.1,.5,94.4
411,2018-04-23 19:00,9.4,87.4,5.6,1.5,94
411,2018-04-23 20:00,9.4,93.3,5.6,1.5,94
411,2018-04-23 21:00,9.5,85.9,5.2,1.5,93.3
411,2018-04-23 22:00,9.8,83.9,5.6,0,88.8
411,2018-04-23 23:00,10,82.1,4.8,0,86.4
411,2018-04-24 00:00,10.3,80.6,5.1,.5,82.7
411,2018-04-24 01:00,10.5,90.2,5.3,0,80.1
411,2018-04-24 02:00,10.5,83.2,3.2,0,81.1
411,2018-04-24 03:00,9.5,63.5,3.3,1.5,92.4
411,2018-04-24 04:00,9.6,78.7,2.5,0,93.1
411,2018-04-24 05:00,9.6,45.5,2.5,.5,91.7
411,2018-04-24 06:00,10,39.2,2.9,0,85
411,2018-04-24 07:00,10.3,68,2.8,0,82.9
411,2018-04-24 08:00,11.2,71.4,1.2,0,78
411,2018-04-24 09:00,12.3,57.4,2.6,0,73
411,2018-04-24 10:00,12.9,39.7,2.1,0,68.9
411,2018-04-24 11:00,14,5.1,1.9,0,64
411,2018-04-24 12:00,14.6,46.4,3.4,0,59.2
411,2018-04-24 13:00,15.7,61.5,3,0,57.6
411,2018-04-24 14:00,15.5,49,2.9,0,54.4
411,2018-04-24 15:00,15.7,69.6,2.5,0,52.8
411,2018-04-24 16:00,15,80.3,4.5,0,52.5
411,2018-04-24 17:00,14.6,74.9,4.3,0,53.1
411,2018-04-24 18:00,13.8,76.3,4,0,44.1
411,2018-04-24 19:00,13.5,76.3,3.1,0,38.1
411,2018-04-24 20:00,12.7,.1,2,0,46.3
411,2018-04-24 21:00,12.5,20.5,2.4,0,41.5
411,2018-04-24 22:00,12.1,73.8,1.2,0,43.5
411,2018-04-24 23:00,11.6,2.3,.5,0,41.8
411,2018-04-25 00:00,10.9,17.5,1,0,48.8
411,2018-04-25 01:00,9.8,0,0,0,56.7
411,2018-04-25 02:00,9.1,0,0,0,57.3
411,2018-04-25 03:00,8.6,0,0,0,61.5
411,2018-04-25 04:00,7.8,0,0,0,61.7
411,2018-04-25 05:00,7.9,0,0,0,60.7
411,2018-04-25 06:00,7.6,0,0,0,62.9
411,2018-04-25 07:00,9,0,0,0,55.7
411,2018-04-25 08:00,11.4,0,0,0,39.5
411,2018-04-25 09:00,13.7,0,0,0,37.8
411,2018-04-25 10:00,15.4,0,0,0,31.4
411,2018-04-25 11:00,18.2,0,0,0,30.5
411,2018-04-25 12:00,20.3,0,.1,0,27.3
411,2018-04-25 13:00,21.9,166.3,1.8,0,25.6
411,2018-04-25 14:00,21.8,214.1,1.7,0,21.4
411,2018-04-25 15:00,23.1,281.1,2.1,0,21.2
411,2018-04-25 16:00,23.6,278.8,2.5,0,22
411,2018-04-25 17:00,22.4,282.5,3.1,0,21.8
411,2018-04-25 18:00,20.2,278.5,4.1,0,35.6
411,2018-04-25 19:00,17.6,281.4,4.1,0,37
411,2018-04-25 20:00,15.9,307.2,2.7,0,39.5
411,2018-04-25 21:00,15.6,286.9,1.9,0,34.1
411,2018-04-25 22:00,15.7,270.8,.6,0,37.4
411,2018-04-25 23:00,15.7,0,0,0,39.8
411,2018-04-26 00:00,14.6,0,0,0,45.8
411,2018-04-26 01:00,14.1,0,0,0,51.5
411,2018-04-26 02:00,12.5,0,0,0,63
411,2018-04-26 03:00,12.4,0,0,0,65.9
411,2018-04-26 04:00,12.6,0,0,0,64.7
411,2018-04-26 05:00,11.5,205.7,1.2,0,69
411,2018-04-26 06:00,11.6,0,0,0,69
411,2018-04-26 07:00,11.6,197.5,1.4,0,70.1
411,2018-04-26 08:00,13.5,162.9,.9,0,65.2
411,2018-04-26 09:00,15.1,162.4,.7,0,54.3
411,2018-04-26 10:00,18.1,174.6,.6,0,46.8
411,2018-04-26 11:00,18.3,210.6,1.5,0,46.2
411,2018-04-26 12:00,19.9,207.9,1.6,0,40.8
411,2018-04-26 13:00,21.5,260.8,1.8,0,30.3
411,2018-04-26 14:00,21.6,277.3,3.9,0,25.5
411,2018-04-26 15:00,22.3,286.7,4.1,0,22.8
411,2018-04-26 16:00,21.1,256.8,3.5,0,22.1
411,2018-04-26 17:00,19.6,280.6,4.2,0,37.1
411,2018-04-26 18:00,16.3,302.7,4.6,0,51.3
411,2018-04-26 19:00,14.7,283.8,3.5,0,49.9
411,2018-04-26 20:00,14,284.9,2.9,0,53.3
411,2018-04-26 21:00,13.4,286.1,2.9,0,59.9
411,2018-04-26 22:00,12.3,293.4,2.2,0,61
411,2018-04-26 23:00,12.8,257.8,1.1,0,57.8
411,2018-04-27 00:00,12.3,233.3,1.8,0,56.4
411,2018-04-27 01:00,12,240.1,1.9,0,57.5
411,2018-04-27 02:00,11.4,224.2,1.7,0,63.6
411,2018-04-27 03:00,11.2,0,0,0,61.5
411,2018-04-27 04:00,10.8,0,0,0,66.7
411,2018-04-27 05:00,10.5,0,0,0,69.5
411,2018-04-27 06:00,10.5,170.8,1.6,0,68.8
411,2018-04-27 07:00,11.2,164.3,1.1,0,64.8
411,2018-04-27 08:00,12.9,202.1,.7,0,61.8
411,2018-04-27 09:00,13.9,0,0,0,61.2
411,2018-04-27 10:00,15.3,0,0,0,53.2
411,2018-04-27 11:00,17.9,168.4,1.4,0,48.2
411,2018-04-27 12:00,19.9,148.3,2.1,0,43.5
411,2018-04-27 13:00,20.5,169.9,1.8,0,37.8
411,2018-04-27 14:00,21.9,163.6,2.3,0,32.6
411,2018-04-27 15:00,22.5,189.3,1.8,0,31.8
411,2018-04-27 16:00,22.1,282.1,3.5,0,42.8
411,2018-04-27 17:00,20.6,290.1,4.6,0,44.4
411,2018-04-27 18:00,19.5,289.8,3.9,0,46.4
411,2018-04-27 19:00,17.5,305.8,3.2,0,56.5
411,2018-04-27 20:00,16.1,293.8,2.4,0,49.1
411,2018-04-27 21:00,14.8,292.9,2.1,0,60
411,2018-04-27 22:00,14.3,283.6,1.6,0,66.1
411,2018-04-27 23:00,14.1,209.7,.7,0,70.2
411,2018-04-28 00:00,13.1,226.8,1.2,0,72.7
411,2018-04-28 01:00,12.9,0,0,0,72.4
411,2018-04-28 02:00,12.5,0,0,0,73.7
411,2018-04-28 03:00,12.2,0,0,0,77.9
411,2018-04-28 04:00,11.7,0,.1,0,79.1
411,2018-04-28 05:00,11.1,254.8,1.9,0,83.5
411,2018-04-28 06:00,10.9,190,1,0,87.1
411,2018-04-28 07:00,12,0,.1,0,77.3
411,2018-04-28 08:00,14.4,122.7,.8,0,70
411,2018-04-28 09:00,15.8,170.3,1.9,0,57.3
411,2018-04-28 10:00,17.6,254.6,2.1,0,46.3
411,2018-04-28 11:00,20,216.7,2.3,0,39.3
411,2018-04-28 12:00,21.6,188.8,2.1,0,32.5
411,2018-04-28 13:00,21.7,260.2,2.2,0,29.3
411,2018-04-28 14:00,21.8,286.6,3.5,0,26.1
411,2018-04-28 15:00,21.1,273.6,3.5,0,24.6
411,2018-04-28 16:00,20.9,270.7,3.1,0,25.4
411,2018-04-28 17:00,19.7,282.7,3.3,0,29.9
411,2018-04-28 18:00,18.3,297.2,2.9,0,32.9
411,2018-04-28 19:00,15.8,306,3.4,0,35.5
411,2018-04-28 20:00,14.1,310.2,2.5,0,41.8
411,2018-04-28 21:00,14.1,289.5,2.3,0,38.4
411,2018-04-28 22:00,13.4,320.2,1.5,0,44
411,2018-04-28 23:00,12.9,305.3,1.4,0,48.2
411,2018-04-29 00:00,12.7,299.8,1.7,0,54.4
411,2018-04-29 01:00,12.1,328.7,2,0,55.5
411,2018-04-29 02:00,12.2,0,0,0,55.6
